Order,seq_id,Tree_label,Cluster,Accession,Family,Genus,Original_Species_ID,Updated_Species_ID,Gene,Region,Location,Location notes,Data_type,Molecular_result,Biogeography_result,Collector,Collection_ID,Voucher,Locality_Name,Latitude,Longitude,Substrate,Depth,Sampling method
719,"LC729915.1_Microspongium_tenuissimum_MM037_mitochondrial_COX1_gene_for_cytochrome_c_oxidase_subunit_1,_partial_cds",LC729915:Microspongium stilophorae,73,LC729915,Chordariaceae,Microspongium,Microspongium tenuissimum,Microspongium radians/stilophorae,COI,Northwest Pacific,"Japan:Hokkaido Pref., Oshoro",,GenBank,,,,,,,,,,,
720,"LC729916.1_Microspongium_tenuissimum_MM038_mitochondrial_COX1_gene_for_cytochrome_c_oxidase_subunit_1,_partial_cds",LC729916:Microspongium stilophorae,73,LC729916,Chordariaceae,Microspongium,Microspongium tenuissimum,Microspongium radians/stilophorae,COI,Northwest Pacific,"Japan:Hokkaido Pref., Oshoro",,GenBank,,,,,,,,,,,
721,"LC729934.1_Microspongium_tenuissimum_MM062_mitochondrial_COX1_gene_for_cytochrome_c_oxidase_subunit_1,_partial_cds",LC729934:Microspongium stilophorae,73,LC729934,Chordariaceae,Microspongium,Microspongium tenuissimum,Microspongium radians/stilophorae,COI,Northwest Pacific,"Japan:Hokkaido Pref., Oshoro",,GenBank,,,,,,,,,,,
722,"LC733606.1_Microspongium_tenuissimum_SR072_mitochondrial_COX1_gene_for_cytochrome_c_oxidase_subunit_1,_partial_cds",LC733606:Microspongium stilophorae,73,LC733606,Chordariaceae,Microspongium,Microspongium tenuissimum,Microspongium radians/stilophorae,COI,Northwest Pacific,"Japan:Hokkaido Pref., Oshoro",,GenBank,,,,,,,,,,,
723,"LC757206.1_Microspongium_tenuissimum_SR200_mitochondrial_COX1_gene_for_cytochrome_c_oxidase_subunit_1,_partial_cds",LC757206:Microspongium stilophorae,73,LC757206,Chordariaceae,Microspongium,Microspongium tenuissimum,Microspongium radians/stilophorae,COI,Northwest Pacific,"Japan:Hokkaido Pref., Oshoro",,GenBank,,,,,,,,,,,
724,"LC757210.1_Microspongium_tenuissimum_SR204_mitochondrial_COX1_gene_for_cytochrome_c_oxidase_subunit_1,_partial_cds",LC757210:Microspongium stilophorae,73,LC757210,Chordariaceae,Microspongium,Microspongium tenuissimum,Microspongium radians/stilophorae,COI,Northwest Pacific,"Japan:Hokkaido Pref., Oshoro",,GenBank,,,,,,,,,,,
725,"LC729903.1_Microspongium_tenuissimum_MM021_mitochondrial_COX1_gene_for_cytochrome_c_oxidase_subunit_1,_partial_cds",LC729903:Microspongium stilophorae,73,LC729903,Chordariaceae,Microspongium,Microspongium tenuissimum,Microspongium radians/stilophorae,COI,Northwest Pacific,"Japan:Kochi Pref., Inoshiri",,GenBank,,,,,,,,,,,
726,"MN052860.1_Microspongium_tenuissimum_voucher_CUK19276_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MN052860:Microspongium stilophorae,73,MN052860,Chordariaceae,Microspongium,Microspongium tenuissimum,Microspongium radians/stilophorae,COI,Northwest Pacific,"South Korea: Yangjeonghang, Uljin-eup,",,GenBank,,,,,,,,,,,
727,FG104,PX414257:Microspongium radians,73,PX414257,Chordariaceae,Microspongium,Microspongium radians,Microspongium radians/stilophorae,COI,Northeast Atlantic,Norway:Current,,Norwegian Taxonomic Initiative,Linked to known species,Previously reported from Northeast Atlantic,Franz Goecke,FG104,"M, P",Eikvag,58.0748,6.81821,Chylocladia verticillata,0,Culture
728,FG106,PX414258:Microspongium radians,73,PX414258,Chordariaceae,Microspongium,Microspongium radians,Microspongium radians/stilophorae,COI,Northeast Atlantic,Norway:Current,,Norwegian Taxonomic Initiative,Linked to known species,Previously reported from Northeast Atlantic,Franz Goecke,FG106,"M, P",Eigeroy,58.07032,6.82831,Chondrus crispus,0,Culture
729,FG121,PX414259:Microspongium radians,73,PX414259,Chordariaceae,Microspongium,Microspongium radians,Microspongium radians/stilophorae,COI,Northeast Atlantic,Norway:Current,,Norwegian Taxonomic Initiative,Linked to known species,Previously reported from Northeast Atlantic,Franz Goecke,FG121,"M, P",Storsteinnes,69.24034,19.24901,Dumontia contorta,0,Culture
730,FG30,PV054077:Microspongium radians,73,PV054077,Chordariaceae,Microspongium,Microspongium radians,Microspongium radians/stilophorae,COI,Northeast Atlantic,Norway:Current,,Norwegian Taxonomic Initiative,Linked to known species,Previously reported from Northeast Atlantic,Franz Goecke,FG30,P,Drobak,60.11416,11.04266,On Dasysiphonia japonica,0 m,Culture
731,FG34,PV054037:Microspongium stilophorae,73,PV054037,Chordariaceae,Microspongium,Microspongium stilophorae,Microspongium radians/stilophorae,COI,Northeast Atlantic,Norway:Current,,Norwegian Taxonomic Initiative,Linked to known species,Previously reported from Northeast Atlantic,Franz Goecke,FG34,P,Drobak,60.11416,11.04266,On Dumontia contorta,0 m,Culture
732,FG35,PV054084:Microspongium stilophorae,73,PV054084,Chordariaceae,Microspongium,Microspongium stilophorae,Microspongium radians/stilophorae,COI,Northeast Atlantic,Norway:Current,,Norwegian Taxonomic Initiative,Linked to known species,Previously reported from Northeast Atlantic,Franz Goecke,FG35,P,Langesund,59.65966,10.23383,On calcarean worm,0 m,Culture
733,FG63,PX414260:Microspongium stilophorae,73,PX414260,Chordariaceae,Microspongium,Microspongium stilophorae,Microspongium radians/stilophorae,COI,Northeast Atlantic,Norway:Current,,Norwegian Taxonomic Initiative,Linked to known species,Previously reported from Northeast Atlantic,Franz Goecke,FG63,P,"Huk, Oslofjord",60.4975,11.1155,On Furcellaria lumbricalis,0 m,Culture
734,FG65,PX414256:Microspongium radians,73,PX414256,Chordariaceae,Microspongium,Microspongium radians,Microspongium radians/stilophorae,COI,Northeast Atlantic,Norway:Current,,Norwegian Taxonomic Initiative,Linked to known species,Previously reported from Northeast Atlantic,Stein Fredriksen,FG65,P,Eigeroy,58.07032,6.82831,Chondrus epiphyte,0-2 m,Culture
735,"LM994999.1_Cladosiphon_zosterae_mitochondrial_partial_COI_gene_for_cytochrome_oxidase_subunit_1,_strain_CzosBR02",LM994999:Cladosiphon zosterae,74,LM994999,Chordariaceae,Cladosiphon,Cladosiphon zosterae,Cladosiphon zosterae,COI,Northeast Atlantic,"France:Brittany, Ile Callot",,GenBank,,,,,,,,,,,
736,FG72,PX414209:Cladosiphon zosterae,74,PX414209,Chordariaceae,Cladosiphon,Cladosiphon zosterae,Cladosiphon zosterae,COI,Northeast Atlantic,Norway:Current,,Norwegian Taxonomic Initiative,Linked to known species,Previously reported from Northeast Atlantic,Kjersti Sjotun,"KS72 (this must be changed to FG72, an error was made-)","H, P","Dovika, Tjongspoll",59.67378,5.23196,On Zostera,0.5 m,Hand-pick
737,SF20,PX414210:Cladosiphon zosterae,74,PX414210,Chordariaceae,Cladosiphon,Cladosiphon zosterae,Cladosiphon zosterae,COI,Northeast Atlantic,Norway:Current,,Norwegian Taxonomic Initiative,Linked to known species,Previously reported from Northeast Atlantic,Stein Fredriksen,SF20,"H, M",Kilstraumen st.2,60.81033,4.96,0,5-15 m,Big triangular dredge
738,"MN184401.1_Mesogloia_vermiculata_voucher_GWS038050_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MN184401:Mesogloia vermiculata,75,MN184401,Chordariaceae,Mesogloia,Mesogloia vermiculata,Mesogloia vermiculata,COI,Northeast Atlantic,"Norway: Litlebukken Island, Bergen",,GenBank,,,,,,,,,,,
739,"MN184277.1_Mesogloia_vermiculata_voucher_GWS039853_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MN184277:Mesogloia vermiculata,75,MN184277,Chordariaceae,Mesogloia,Mesogloia vermiculata,Mesogloia vermiculata,COI,Northeast Atlantic,"Norway: Station Dorm Beach, Espegend",,GenBank,,,,,,,,,,,
740,"LM994995.1_Mesogloia_vermiculata_mitochondrial_partial_COI_gene_for_cytochrome_oxidase_subunit_1,_strain_Mver-Gal-98-14",LM994995:Mesogloia vermiculata,75,LM994995,Chordariaceae,Mesogloia,Mesogloia vermiculata,Mesogloia vermiculata,COI,Northeast Atlantic,"Spain:Galicia, Viveiro",,GenBank,,,,,,,,,,,
741,FG04,PX414248:Mesogloia vermiculata,75,PX414248,Chordariaceae,Mesogloia,Mesogloia vermiculata,Mesogloia vermiculata,COI,Northeast Atlantic,Norway:Current,,Norwegian Taxonomic Initiative,Linked to known species,Previously reported from Northeast Atlantic,Franz Goecke,FG04, -,Kilstraumen st.2,60.81033,4.96,On Phyllophora pseud.,5-15 m,Big triangular dredge
742,FG71,PX414228:Mesogloia vermiculata,75,PX414228,Chordariaceae,Mesogloia,Mesogloia vermiculata,Mesogloia vermiculata,COI,Northeast Atlantic,Norway:Current,,Norwegian Taxonomic Initiative,Linked to known species,Previously reported from Northeast Atlantic,Franz Goecke,FG71,"M, P",Skarvoy,58.06275,6.91815,On Phyllophora,0-2 m,Snorkeling
743,FG74,PX414249:Mesogloia vermiculata,75,PX414249,Chordariaceae,Mesogloia,Mesogloia vermiculata,Mesogloia vermiculata,COI,Northeast Atlantic,Norway:Current,,Norwegian Taxonomic Initiative,Linked to known species,Previously reported from Northeast Atlantic,Franz Goecke,FG74, -,Baeroy-South,58.05586,6.99892,On Chondrus,0-2 m,Snorkeling
744,FG75,PX414250:Mesogloia vermiculata,75,PX414250,Chordariaceae,Mesogloia,Mesogloia vermiculata,Mesogloia vermiculata,COI,Northeast Atlantic,Norway:Current,,Norwegian Taxonomic Initiative,Linked to known species,Previously reported from Northeast Atlantic,Franz Goecke,FG75,P,Baeroy-South,58.05586,6.99892,On Cladostephus,0-2 m,Snorkeling
745,"LM995000.1_Liebmannia_leveillei_mitochondrial_partial_COI_gene_for_cytochrome_oxidase_subunit_1,_strain_GR11-39",LM995000:Liebmannia leveillei,76,LM995000,Chordariaceae,Liebmannia,Liebmannia leveillei,Liebmannia leveillei,COI,Mediterranean,"Greece:Athens, Kavouri",,GenBank,,,,,,,,,,,
746,"LM995377.1_Liebmannia_leveillei_mitochondrial_partial_COI_gene_for_cytochrome_oxidase_subunit_1,_strain_GR11-37",LM995377:Liebmannia leveillei,76,LM995377,Chordariaceae,Liebmannia,Liebmannia leveillei,Liebmannia leveillei,COI,Mediterranean,"Greece:Athens, Kavouri",,GenBank,,,,,,,,,,,
747,"LM995408.1_Liebmannia_leveillei_mitochondrial_partial_COI_gene_for_cytochrome_oxidase_subunit_1,_strain_GR11-s#4-6",LM995408:Liebmannia leveillei,76,LM995408,Chordariaceae,Liebmannia,Liebmannia leveillei,Liebmannia leveillei,COI,Mediterranean,"Greece:Evoikos Gulf, Porto Rafti, Aulaki",,GenBank,,,,,,,,,,,
748,"LC729959.1_Nemacystus_decipiens_MM107_mitochondrial_COX1_gene_for_cytochrome_c_oxidase_subunit_1,_partial_cds",LC729959:Nemacystus decipiens,77,LC729959,Chordariaceae,Nemacystus,Nemacystus decipiens,Nemacystus decipiens,COI,Northwest Pacific,"Japan:Kagoshima Pref., Mageshima",,GenBank,,,,,,,,,,,
749,"MT783834.1_Nemacystus_decipiens_voucher_ZOU200419wP-12-i_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MT783834:Nemacystus decipiens,77,MT783834,Chordariaceae,Nemacystus,Nemacystus decipiens,Nemacystus decipiens,COI,Other,Kuwait,,GenBank,,,,,,,,,,,
750,"LM994972.1_Striaria_attenuata_mitochondrial_partial_COI_gene_for_cytochrome_oxidase_subunit_1,_strain_SattY9m",LM994972:Striaria attenuata,78,LM994972,Chordariaceae,Striaria,Striaria attenuata,Striaria attenuata,COI,Southeast Pacific,"Chile:Chiloe, Yaldad",,GenBank,,,,,,,,,,,
751,"LM995033.1_Striaria_attenuata_mitochondrial_partial_COI_gene_for_cytochrome_oxidase_subunit_1,_strain_BLZ11-15",LM995033:Striaria attenuata,78,LM995033,Chordariaceae,Striaria,Striaria attenuata,Striaria attenuata,COI,Northeast Atlantic,"France:Brittany, Roscoff, Santec, Roc'h ar",,GenBank,,,,,,,,,,,
752,"LM995420.1_Striaria_attenuata_mitochondrial_partial_COI_gene_for_cytochrome_oxidase_subunit_1,_strain_GR11-s#8-2",LM995420:Striaria attenuata,78,LM995420,Chordariaceae,Striaria,Striaria attenuata,Striaria attenuata,COI,Mediterranean,"Greece:Aigio, Tsolis",,GenBank,,,,,,,,,,,
753,"LM995430.1_Striaria_attenuata_mitochondrial_partial_COI_gene_for_cytochrome_oxidase_subunit_1,_strain_GR12-09",LM995430:Striaria attenuata,78,LM995430,Chordariaceae,Striaria,Striaria attenuata,Striaria attenuata,COI,Mediterranean,"Greece:Euvoia, Kalamos",,GenBank,,,,,,,,,,,
754,"LM995413.1_Striaria_attenuata_mitochondrial_partial_COI_gene_for_cytochrome_oxidase_subunit_1,_strain_GR11-s#5-6",LM995413:Striaria attenuata,78,LM995413,Chordariaceae,Striaria,Striaria attenuata,Striaria attenuata,COI,Mediterranean,"Greece:Lagonisi, Pothitos Islet",,GenBank,,,,,,,,,,,
755,"LC107843.1_Striaria_attenuata_mitochondrial_cox1_gene_for_cytochrome_oxidase_subunit_1,_partial_cds",LC107843:Striaria attenuata,78,LC107843,Chordariaceae,Striaria,Striaria attenuata,Striaria attenuata,COI,Northwest Pacific,Japan: Yamaguchi,,GenBank,,,,,,,,,,,
756,"MN184308.1_Striaria_attenuata_voucher_GWS038016_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MN184308:Striaria attenuata,78,MN184308,Chordariaceae,Striaria,Striaria attenuata,Striaria attenuata,COI,Northeast Atlantic,"Norway: Litlebukken Island, Bergen",,GenBank,,,,,,,,,,,
757,"MN184276.1_Striaria_attenuata_voucher_GWS040901_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MN184276:Striaria attenuata,78,MN184276,Chordariaceae,Striaria,Striaria attenuata,Striaria attenuata,COI,Northeast Atlantic,"Norway: Oksneset, Askoy",,GenBank,,,,,,,,,,,
758,KS40,PX414327:Striaria attenuata,78,PX414327,Chordariaceae,Striaria,Striaria attenuata,Striaria attenuata,COI,Northeast Atlantic,Norway:Current,,Norwegian Taxonomic Initiative,Linked to known species,Previously reported from Northeast Atlantic,Kjersti Sjotun,KS40,H,Kilstraumen st.2,60.81033,4.96,0,5-15 m,Big triangular dredge
759,SF19,PV054043:Striaria attenuata,78,PV054043,Chordariaceae,Striaria,Striaria attenuata,Striaria attenuata,COI,Northeast Atlantic,Norway:Current,,Norwegian Taxonomic Initiative,Linked to known species,Previously reported from Northeast Atlantic,Stein Fredriksen,SF19,H,Kilstraumen st.2,60.81033,4.96,0,5-15 m,Big triangular dredge
760,VH02,PV054086:Striaria attenuata,78,PV054086,Chordariaceae,Striaria,Striaria attenuata,Striaria attenuata,COI,Northeast Atlantic,Norway:Current,,Norwegian Taxonomic Initiative,Linked to known species,Previously reported from Northeast Atlantic,Vivian Husa,VH02,"H, P",Lindas st.1,60.72083,5.10683,0,5-10 m,Big triangular dredge
761,"LM995271.1_Chordariaceae_sp._2_AP-2014_mitochondrial_partial_COI_gene_for_cytochrome_oxidase_subunit_1,_strain_PH12-s#1-104",LM995271:Chordariaceae sp. 2 AP-2014,79,LM995271,Chordariaceae,Chordariaceae:Unknown genus,Chordariaceae sp. 2 AP-2014,Chordariaceae sp. 2 AP-2014,COI,Northeast Atlantic,"France:Brittany, Roscoff, Santec,",,GenBank,,,,,,,,,,,
762,"LM995299.1_Chordariaceae_sp._3_AP-2014_mitochondrial_partial_COI_gene_for_cytochrome_oxidase_subunit_1,_strain_ISC12-s#2-50",LM995299:Chordariaceae sp. 3 AP-2014,80,LM995299,Chordariaceae,Chordariaceae:Unknown genus,Chordariaceae sp. 3 AP-2014,Chordariaceae sp. 3 AP-2014,COI,Mediterranean,"Italy:Napoli, Ischia",,GenBank,,,,,,,,,,,
763,FR02,PX414199:Chordariaceae sp. 2-CRECT,81,PX414199,Chordariaceae,Chordariaceae:Unknown genus,Chordariaceae sp. 2-CRECT,Chordariaceae sp. 2-CRECT,COI,Northeast Atlantic,Norway:Current,,Norwegian Taxonomic Initiative,New genetic group,New genetic confirmation to Northeast Atlantic,Florence Rosseau ,FR02,H,Kilstraumen st.1,60.79183,4.9325,On Zostera,5-15 m,Big triangular dredge
764,"LM995061.1_Chordariaceae_sp._4_AP-2014_mitochondrial_partial_COI_gene_for_cytochrome_oxidase_subunit_1,_strain_BLZ11-50",LM995061:Chordariaceae sp. 4 AP-2014,82,LM995061,Chordariaceae,Chordariaceae:Unknown genus,Chordariaceae sp. 4 AP-2014,Chordariaceae sp.4 AP-CRECT,COI,Northeast Atlantic,"France:Brittany, Roscoff, Santec, Roc'h ar",,GenBank,,,,,,,,,,,
765,"LM995141.1_Chordariaceae_sp._4_AP-2014_mitochondrial_partial_COI_gene_for_cytochrome_oxidase_subunit_1,_strain_BLZ11-149",LM995141:Chordariaceae sp. 4 AP-2014,82,LM995141,Chordariaceae,Chordariaceae:Unknown genus,Chordariaceae sp. 4 AP-2014,Chordariaceae sp.4 AP-CRECT,COI,Northeast Atlantic,"France:Brittany, Roscoff, Santec, Roc'h ar",,GenBank,,,,,,,,,,,
766,"LM995237.1_Chordariaceae_sp._4_AP-2014_mitochondrial_partial_COI_gene_for_cytochrome_oxidase_subunit_1,_strain_BLZ12-12",LM995237:Chordariaceae sp. 4 AP-2014,82,LM995237,Chordariaceae,Chordariaceae:Unknown genus,Chordariaceae sp. 4 AP-2014,Chordariaceae sp.4 AP-CRECT,COI,Northeast Atlantic,"France:Brittany, Roscoff, Santec, Roc'h ar",,GenBank,,,,,,,,,,,
767,"LM995253.1_Chordariaceae_sp._4_AP-2014_mitochondrial_partial_COI_gene_for_cytochrome_oxidase_subunit_1,_strain_BLZ12-29",LM995253:Chordariaceae sp. 4 AP-2014,82,LM995253,Chordariaceae,Chordariaceae:Unknown genus,Chordariaceae sp. 4 AP-2014,Chordariaceae sp.4 AP-CRECT,COI,Northeast Atlantic,"France:Brittany, Roscoff, Santec, Roc'h ar",,GenBank,,,,,,,,,,,
768,"LM995257.1_Chordariaceae_sp._4_AP-2014_mitochondrial_partial_COI_gene_for_cytochrome_oxidase_subunit_1,_strain_BLZ12-33",LM995257:Chordariaceae sp. 4 AP-2014,82,LM995257,Chordariaceae,Chordariaceae:Unknown genus,Chordariaceae sp. 4 AP-2014,Chordariaceae sp.4 AP-CRECT,COI,Northeast Atlantic,"France:Brittany, Roscoff, Santec, Roc'h ar",,GenBank,,,,,,,,,,,
769,FG122,PX414206:Chordariaceae sp.4 AP-CRECT,82,PX414206,Chordariaceae,Chordariaceae:Unknown genus,Chordariaceae sp.4 AP-CRECT,Chordariaceae sp.4 AP-CRECT,COI,Arctic,Norway:Current,,Norwegian Taxonomic Initiative,Published data not linked to a morphospecies,Previously reported from Northeast Atlantic,Marcelo Flores,FG122,P,Longyearbyen,78.1375,15.3562,Fucus sp. drift,0 m,Culture
770,"LM995101.1_Chordariaceae_sp._5_AP-2014_mitochondrial_partial_COI_gene_for_cytochrome_oxidase_subunit_1,_strain_BLZ11-96",LM995101:Chordariaceae sp. 5 AP-2014,83,LM995101,Chordariaceae,Chordariaceae:Unknown genus,Chordariaceae sp. 5 AP-2014,Chordariaceae sp. 5 AP-2014,COI,Northeast Atlantic,"France:Brittany, Roscoff, Santec, Roc'h ar",,GenBank,,,,,,,,,,,
771,"LM995117.1_Chordariaceae_sp._5_AP-2014_mitochondrial_partial_COI_gene_for_cytochrome_oxidase_subunit_1,_strain_BLZ11-118",LM995117:Chordariaceae sp. 5 AP-2014,83,LM995117,Chordariaceae,Chordariaceae:Unknown genus,Chordariaceae sp. 5 AP-2014,Chordariaceae sp. 5 AP-2014,COI,Northeast Atlantic,"France:Brittany, Roscoff, Santec, Roc'h ar",,GenBank,,,,,,,,,,,
772,"LM995220.1_Chordariaceae_sp._5_AP-2014_mitochondrial_partial_COI_gene_for_cytochrome_oxidase_subunit_1,_strain_BLZ11-243",LM995220:Chordariaceae sp. 5 AP-2014,83,LM995220,Chordariaceae,Chordariaceae:Unknown genus,Chordariaceae sp. 5 AP-2014,Chordariaceae sp. 5 AP-2014,COI,Northeast Atlantic,"France:Brittany, Roscoff, Santec, Roc'h ar",,GenBank,,,,,,,,,,,
773,"LM995234.1_Chordariaceae_sp._5_AP-2014_mitochondrial_partial_COI_gene_for_cytochrome_oxidase_subunit_1,_strain_BLZ12-09",LM995234:Chordariaceae sp. 5 AP-2014,83,LM995234,Chordariaceae,Chordariaceae:Unknown genus,Chordariaceae sp. 5 AP-2014,Chordariaceae sp. 5 AP-2014,COI,Northeast Atlantic,"France:Brittany, Roscoff, Santec, Roc'h ar",,GenBank,,,,,,,,,,,
774,"LM995239.1_Chordariaceae_sp._5_AP-2014_mitochondrial_partial_COI_gene_for_cytochrome_oxidase_subunit_1,_strain_BLZ12-14",LM995239:Chordariaceae sp. 5 AP-2014,83,LM995239,Chordariaceae,Chordariaceae:Unknown genus,Chordariaceae sp. 5 AP-2014,Chordariaceae sp. 5 AP-2014,COI,Northeast Atlantic,"France:Brittany, Roscoff, Santec, Roc'h ar",,GenBank,,,,,,,,,,,
775,"LM995248.1_Chordariaceae_sp._5_AP-2014_mitochondrial_partial_COI_gene_for_cytochrome_oxidase_subunit_1,_strain_BLZ12-24",LM995248:Chordariaceae sp. 5 AP-2014,83,LM995248,Chordariaceae,Chordariaceae:Unknown genus,Chordariaceae sp. 5 AP-2014,Chordariaceae sp. 5 AP-2014,COI,Northeast Atlantic,"France:Brittany, Roscoff, Santec, Roc'h ar",,GenBank,,,,,,,,,,,
776,"LM995249.1_Chordariaceae_sp._5_AP-2014_mitochondrial_partial_COI_gene_for_cytochrome_oxidase_subunit_1,_strain_BLZ12-25",LM995249:Chordariaceae sp. 5 AP-2014,83,LM995249,Chordariaceae,Chordariaceae:Unknown genus,Chordariaceae sp. 5 AP-2014,Chordariaceae sp. 5 AP-2014,COI,Northeast Atlantic,"France:Brittany, Roscoff, Santec, Roc'h ar",,GenBank,,,,,,,,,,,
777,"LM995262.1_Chordariaceae_sp._5_AP-2014_mitochondrial_partial_COI_gene_for_cytochrome_oxidase_subunit_1,_strain_BLZ12-40",LM995262:Chordariaceae sp. 5 AP-2014,83,LM995262,Chordariaceae,Chordariaceae:Unknown genus,Chordariaceae sp. 5 AP-2014,Chordariaceae sp. 5 AP-2014,COI,Northeast Atlantic,"France:Brittany, Roscoff, Santec, Roc'h ar",,GenBank,,,,,,,,,,,
778,"LM995265.1_Chordariaceae_sp._5_AP-2014_mitochondrial_partial_COI_gene_for_cytochrome_oxidase_subunit_1,_strain_BLZ12-43",LM995265:Chordariaceae sp. 5 AP-2014,83,LM995265,Chordariaceae,Chordariaceae:Unknown genus,Chordariaceae sp. 5 AP-2014,Chordariaceae sp. 5 AP-2014,COI,Northeast Atlantic,"France:Brittany, Roscoff, Santec, Roc'h ar",,GenBank,,,,,,,,,,,
779,"MG770542.1_Chordariaceae_sp._isolate_EndoSlatScot15-05-01_cytochrome_c_oxidase_subunit_I_(COI)_gene,_partial_cds;_mitochondrial",MG770542:Chordariaceae sp. 5 AP-2014,83,MG770542,Chordariaceae,Chordariaceae:Unknown genus,Chordariaceae sp.,Chordariaceae sp. 5 AP-2014,COI,Northeast Atlantic,United Kingdom: Scotland,,GenBank,,,,,,,,,,,
